order_id,customer_id,payment_company,payment_country,shipping_city,shipping_country,国家是否相同,product_details
'43553','6044',,United States,Troy,United States,TRUE,"'Product Qty: 1, Product SKU: 87310 ; Product Qty: 1, Product SKU: 86050 ; Product Qty: 2, Product SKU: 84740 ; Product Qty: 1, Product SKU: 71546 ; Product Qty: 1, Product SKU: 60008 ; Product Qty: 2, Product SKU: 85008 ; Product Qty: 1, Product SKU: 87330 ; Product Qty: 1, Product SKU: 84750 ; Product Qty: 1, Product SKU: 70512 ; Product Qty: 1, Product SKU: 71004 ; Product Qty: 1, Product SKU: 72350 ; Product Qty: 1, Product SKU: 85421 ; Product Qty: 1, Product SKU: 86008 ; Product Qty: 1, Product SKU: 60021 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 1, Product SKU: 61209 ; Product Qty: 1, Product SKU: 87370 ; '"
'43554','8442',,United States,Indianapolis,United States,TRUE,"'Product Qty: 1, Product SKU: 11008 ; '"
'43555','8442',,United States,Indianapolis,United States,TRUE,"'Product Qty: 1, Product SKU: 11008 ; '"
'43556','288',,Taiwan,宜兰,Taiwan,TRUE,"'Product Qty: 20, Product SKU: 12035 ; Product Qty: 50, Product SKU: 60872 ; Product Qty: 20, Product SKU: 60920 ; Product Qty: 5, Product SKU: 59001 ; Product Qty: 10, Product SKU: 86062 ; Product Qty: 20, Product SKU: 60046 ; Product Qty: 20, Product SKU: 60042 ; Product Qty: 30, Product SKU: 84743 ; Product Qty: 50, Product SKU: 83450 ; Product Qty: 30, Product SKU: 83454 ; Product Qty: 10, Product SKU: 86070 ; Product Qty: 5, Product SKU: 83048 ; Product Qty: 5, Product SKU: 86080 ; Product Qty: 10, Product SKU: 87033 ; Product Qty: 20, Product SKU: 61236 ; Product Qty: 10, Product SKU: 61234 ; Product Qty: 20, Product SKU: 83014 ; Product Qty: 10, Product SKU: 61232 ; Product Qty: 10, Product SKU: 61230 ; Product Qty: 10, Product SKU: 95017 ; Product Qty: 5, Product SKU: 61810 ; Product Qty: 20, Product SKU: 61516 ; Product Qty: 10, Product SKU: 62400 ; Product Qty: 20, Product SKU: 62404 ; Product Qty: 20, Product SKU: 61512 ; Product Qty: 5, Product SKU: 10041 ; Product Qty: 5, Product SKU: 10060 ; Product Qty: 10, Product SKU: 81340 ; Product Qty: 5, Product SKU: 13810 ; Product Qty: 10, Product SKU: 81320 ; Product Qty: 5, Product SKU: 13010 ; Product Qty: 10, Product SKU: 10504 ; Product Qty: 5, Product SKU: 12803 ; Product Qty: 5, Product SKU: 81310 ; Product Qty: 6, Product SKU: 81335 ; Product Qty: 1, Product SKU: 91004 ; Product Qty: 10, Product SKU: 98052 ; Product Qty: 10, Product SKU: 98050 ; Product Qty: 20, Product SKU: 12040 ; Product Qty: 3, Product SKU: 89003 ; '"
'43557','288',,Taiwan,宜兰,Taiwan,TRUE,"'Product Qty: 2, Product SKU: 90030 ; Product Qty: 5, Product SKU: 98004 ; Product Qty: 3, Product SKU: 90014 ; Product Qty: 50, Product SKU: 90058 ; '"
'43558','9682',sfasdfas,Peru,Lima,Peru,TRUE,"'Product Qty: 45, Product SKU: 90053 ; '"
'43559','2815',,United States,Miami,United States,TRUE,"'Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 71943 ; Product Qty: 1, Product SKU: 72342 ; Product Qty: 1, Product SKU: 84404 ; '"
'43560','4631',3D Print Prototypes d.o.o.,Croatia,Zagreb,Croatia,TRUE,"'Product Qty: 50, Product SKU: 14017 ; '"
'43561','9684',,United States,Schererville,United States,TRUE,"'Product Qty: 1, Product SKU: 11008 ; Product Qty: 1, Product SKU: 13400 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 90053 ; Product Qty: 1, Product SKU: 98052 ; Product Qty: 1, Product SKU: 98050 ; Product Qty: 1, Product SKU: 13412 ; '"
'43562','9692',,United States,Watertown,United States,TRUE,"'Product Qty: 1, Product SKU: 13402 ; Product Qty: 1, Product SKU: 13600 ; Product Qty: 1, Product SKU: 13410 ; '"
'43563','9692',,United States,Cambridge,United States,TRUE,"'Product Qty: 1, Product SKU: 13402 ; Product Qty: 1, Product SKU: 13600 ; '"
'43564','9692',,United States,Cambridge,United States,TRUE,"'Product Qty: 1, Product SKU: 13402 ; Product Qty: 1, Product SKU: 13600 ; '"
'43565','9119',BCT LABS,India,Banglore,India,TRUE,"'Product Qty: 1, Product SKU: 90053 ; '"
'43566','9710',,Netherlands,IJsselstein,Netherlands,TRUE,"'Product Qty: 1, Product SKU: 81320 ; '"
'43567','9714',,New Zealand,Wellington,New Zealand,TRUE,"'Product Qty: 10, Product SKU: 87020 ; Product Qty: 2, Product SKU: 13030 ; '"
'43568','7533',,Ukraine,Lviv,Ukraine,TRUE,"'Product Qty: 1, Product SKU: 89003 ; Product Qty: 1, Product SKU: 13620 ; Product Qty: 1, Product SKU: 11012 ; Product Qty: 1, Product SKU: 13402 ; Product Qty: 1, Product SKU: 13002 ; Product Qty: 1, Product SKU: 11024 ; Product Qty: 1, Product SKU: 13005 ; Product Qty: 1, Product SKU: 13603 ; Product Qty: 1, Product SKU: 11007 ; Product Qty: 1, Product SKU: 11008 ; Product Qty: 1, Product SKU: 11020 ; Product Qty: 1, Product SKU: 13010 ; Product Qty: 2, Product SKU: 12035 ; Product Qty: 2, Product SKU: 14230 ; '"
'43569','9364',,Germany,Kiel,Germany,TRUE,"'Product Qty: 1, Product SKU: 61804 ; Product Qty: 1, Product SKU: 14240 ; '"
'43570','9725',,Switzerland,Ecublens,Switzerland,TRUE,"'Product Qty: 1, Product SKU: 90053 ; '"
'43571','9736',,United Kingdom,xccxcxcx,United Kingdom,TRUE,"'Product Qty: 1, Product SKU: 90092 ; '"
'43572','9739',,United States,Orleans,United States,TRUE,"'Product Qty: 2, Product SKU: 84740 ; Product Qty: 1, Product SKU: 84750 ; Product Qty: 1, Product SKU: 85008 ; Product Qty: 1, Product SKU: 87330 ; Product Qty: 2, Product SKU: 60076 ; Product Qty: 1, Product SKU: 61200 ; Product Qty: 2, Product SKU: 87050 ; Product Qty: 3, Product SKU: 83420 ; '"
'43573','3510',,Germany,Köln,Germany,TRUE,"'Product Qty: 2, Product SKU: 95010 ; Product Qty: 1, Product SKU: 14204 ; Product Qty: 2, Product SKU: 87030 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 12015 ; Product Qty: 1, Product SKU: 61500 ; Product Qty: 1, Product SKU: 89003 ; '"
'43574','9741',,United Kingdom,London,United Kingdom,TRUE,"'Product Qty: 1, Product SKU: 90014 ; Product Qty: 1, Product SKU: 98004 ; '"
'43575','9745',,Switzerland,Blumenstein,Switzerland,TRUE,"'Product Qty: 1, Product SKU: 90053 ; Product Qty: 1, Product SKU: 13412 ; '"
'43576','9738',,United States,MEDFORD,United States,TRUE,"'Product Qty: 1, Product SKU: 13614 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 95026 ; Product Qty: 1, Product SKU: 98052 ; Product Qty: 1, Product SKU: 90053 ; Product Qty: 1, Product SKU: 13412 ; Product Qty: 1, Product SKU: 11008 ; Product Qty: 1, Product SKU: 13400 ; '"
'43577','9741',,United Kingdom,London,United Kingdom,TRUE,"'Product Qty: 1, Product SKU: 90014 ; Product Qty: 1, Product SKU: 98004 ; Product Qty: 1, Product SKU: 14016 ; '"
'43578','1915',Ridge View High School,United States,Columbia,United States,TRUE,"'Product Qty: 1, Product SKU: 95053 ; '"
'43579','9759',,United States,Kirkland,United States,TRUE,"'Product Qty: 1, Product SKU: 90024 ; '"
'43580','9760',,United States,Fremont,United States,TRUE,"'Product Qty: 2, Product SKU: 13610 ; Product Qty: 1, Product SKU: 13801 ; '"
'43581','9758',,Australia,Rowville,Australia,TRUE,"'Product Qty: 1, Product SKU: 90024 ; Product Qty: 1, Product SKU: 13620 ; Product Qty: 1, Product SKU: 13005 ; Product Qty: 1, Product SKU: 14206 ; '"
'43582','8112',ADWIN CORPORATION,Japan,Hiroshima,Japan,TRUE,"'Product Qty: 1, Product SKU: 90024 ; '"
'43583','9771',,Croatia,Pula,Croatia,TRUE,"'Product Qty: 1, Product SKU: 13412 ; Product Qty: 1, Product SKU: 90058 ; '"
'43584','9783',,"France, Metropolitan",palaiseau,"France, Metropolitan",TRUE,"'Product Qty: 2, Product SKU: 13030 ; '"
'43585','9789',,United States,Mountain View,United States,TRUE,"'Product Qty: 1, Product SKU: 10050 ; '"
'43586','9789',Winnov,United States,Santa Clara,United States,TRUE,"'Product Qty: 1, Product SKU: 10050 ; Product Qty: 1, Product SKU: 12035 ; Product Qty: 1, Product SKU: 81042 ; Product Qty: 1, Product SKU: 62003 ; Product Qty: 1, Product SKU: 13035 ; '"
'43587','9793',,"France, Metropolitan",Turckheim,"France, Metropolitan",TRUE,"'Product Qty: 1, Product SKU: 90014 ; Product Qty: 1, Product SKU: 98004 ; '"
'43588','4482',Artexis-SMG,Belgium,Bruxelles,Belgium,TRUE,"'Product Qty: 1, Product SKU: 12009 ; '"
'43589','9756',,United States,Montgomery,United States,TRUE,"'Product Qty: 1, Product SKU: 90053 ; Product Qty: 1, Product SKU: 13412 ; '"
'43590','6563',,United States,Rosemead,United States,TRUE,"'Product Qty: 1, Product SKU: 90030 ; '"
'43591','9806',German European School Singapore,Singapore,Singapore,Singapore,TRUE,"'Product Qty: 15, Product SKU: 90053 ; '"
'43592','9813',,United States,hendersonville,United States,TRUE,"'Product Qty: 1, Product SKU: 13410 ; '"
'43593','6384',,United States,PUXICO,United States,TRUE,"'Product Qty: 2, Product SKU: 14202 ; Product Qty: 1, Product SKU: 10031 ; '"
'43594','9818',,"Korea, Republic of",Yongin-si,"Korea, Republic of",TRUE,"'Product Qty: 1, Product SKU: 98052 ; '"
'43595','9819',,United States,Westford,United States,TRUE,"'Product Qty: 1, Product SKU: 13030 ; Product Qty: 1, Product SKU: 11012 ; Product Qty: 1, Product SKU: 14202 ; '"
'43596','9007',,India,Mumbai,India,TRUE,"'Product Qty: 1, Product SKU: 10031 ; Product Qty: 6, Product SKU: 13801 ; '"
'43597','9821',,New Zealand,Auckland,New Zealand,TRUE,"'Product Qty: 1, Product SKU: 90053 ; '"
'43598','9826',Fimatec OY,Finland,Imatra,Finland,TRUE,"'Product Qty: 1, Product SKU: 90078 ; Product Qty: 1, Product SKU: 90014 ; '"
'43599','9765',,Italy,Appignano del Tronto,Italy,TRUE,"'Product Qty: 1, Product SKU: 12015 ; Product Qty: 1, Product SKU: 14230 ; Product Qty: 1, Product SKU: 14235 ; '"
'43600','9829',,United Kingdom,Barking,United Kingdom,TRUE,"'Product Qty: 2, Product SKU: 13801 ; Product Qty: 1, Product SKU: 11001 ; '"
'43601','9832',,United Kingdom,London,United Kingdom,TRUE,"'Product Qty: 1, Product SKU: 90014 ; '"
'43602','9713',,Spain,Parets del valles,Spain,TRUE,"'Product Qty: 1, Product SKU: 90053 ; '"
'43603','9835',,United States,Wynantskill,United States,TRUE,"'Product Qty: 1, Product SKU: 90058 ; '"
'43604','9836',,United States,Pitman,United States,TRUE,"'Product Qty: 11, Product SKU: 13030 ; '"
'43605','9836',,United States,Pitman,United States,TRUE,"'Product Qty: 11, Product SKU: 13030 ; '"
'43606','7923',,Australia,Woollahra,Australia,TRUE,"'Product Qty: 1, Product SKU: 87330 ; '"
'43607','7923',,Australia,Woollahra,Australia,TRUE,"'Product Qty: 1, Product SKU: 87330 ; '"
'43608','9451',,Switzerland,St. Gallen,Switzerland,TRUE,"'Product Qty: 1, Product SKU: 98052 ; Product Qty: 1, Product SKU: 90053 ; '"
'43609','9840',,Australia,Tea Tree Gully,Australia,TRUE,"'Product Qty: 2, Product SKU: 87334 ; Product Qty: 2, Product SKU: 85408 ; Product Qty: 4, Product SKU: 84780 ; Product Qty: 2, Product SKU: 84754 ; Product Qty: 1, Product SKU: 83740 ; Product Qty: 1, Product SKU: 83702 ; Product Qty: 1, Product SKU: 83704 ; '"
'43610','73',,United States,Tampa,United States,TRUE,"'Product Qty: 1, Product SKU: 60920 ; Product Qty: 1, Product SKU: 86062 ; '"
'43611','5861',,Nigeria,Kurudu,Nigeria,TRUE,"'Product Qty: 5, Product SKU: 90053 ; '"
'43612','5046',,United States,Merritt Island,United States,TRUE,"'Product Qty: 1, Product SKU: 98052 ; '"
'43613','6590',,Peru,Miraflores,Peru,TRUE,"'Product Qty: 1, Product SKU: 90053 ; Product Qty: 1, Product SKU: 98052 ; '"
'43614','8209',,Canada,Toronto,Canada,TRUE,"'Product Qty: 1, Product SKU: 98052 ; '"
'43615','9858',,"France, Metropolitan",Mazieres de Touraine,"France, Metropolitan",TRUE,"'Product Qty: 1, Product SKU: 11005 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 13400 ; '"
'43616','9863',Caedmon School,United States,NYC,United States,TRUE,"'Product Qty: 1, Product SKU: 60709 ; Product Qty: 1, Product SKU: 60722 ; Product Qty: 1, Product SKU: 61500 ; Product Qty: 1, Product SKU: 61236 ; Product Qty: 1, Product SKU: 61220 ; Product Qty: 1, Product SKU: 61408 ; Product Qty: 1, Product SKU: 86502 ; '"
'43617','9866',,United States,Sartell,United States,TRUE,"'Product Qty: 1, Product SKU: 13035 ; '"
'43618','2691',Kidsprint ApS,Denmark,Give,Denmark,TRUE,"'Product Qty: 2, Product SKU: 11012 ; Product Qty: 1, Product SKU: 11036 ; Product Qty: 2, Product SKU: 11032 ; Product Qty: 2, Product SKU: 13404 ; Product Qty: 1, Product SKU: 11010 ; Product Qty: 2, Product SKU: 13604 ; Product Qty: 1, Product SKU: 10021 ; Product Qty: 1, Product SKU: 13005 ; Product Qty: 1, Product SKU: 11024 ; Product Qty: 1, Product SKU: 86502 ; Product Qty: 1, Product SKU: 20203 ; Product Qty: 1, Product SKU: 20201 ; Product Qty: 1, Product SKU: 20202 ; Product Qty: 1, Product SKU: 13406 ; Product Qty: 2, Product SKU: 13801 ; '"
'43619','9865',,Croatia,Tenja,Croatia,TRUE,"'Product Qty: 2, Product SKU: 10031 ; '"
'43620','9865',,Croatia,Tenja,Croatia,TRUE,"'Product Qty: 1, Product SKU: 10031 ; '"
'43621','9363',"BARAD-DUR, s.r.o.",Czech Republic,Liberec,Czech Republic,TRUE,"'Product Qty: 6, Product SKU: 61230 ; Product Qty: 4, Product SKU: 61232 ; Product Qty: 4, Product SKU: 61234 ; Product Qty: 2, Product SKU: 61236 ; Product Qty: 4, Product SKU: 61404 ; Product Qty: 5, Product SKU: 62404 ; Product Qty: 6, Product SKU: 62441 ; Product Qty: 1, Product SKU: 87330 ; Product Qty: 3, Product SKU: 85001 ; Product Qty: 4, Product SKU: 87334 ; Product Qty: 3, Product SKU: 61520 ; Product Qty: 2, Product SKU: 83410 ; Product Qty: 2, Product SKU: 83420 ; Product Qty: 2, Product SKU: 83430 ; Product Qty: 2, Product SKU: 84700 ; Product Qty: 4, Product SKU: 60000 ; Product Qty: 4, Product SKU: 60004 ; Product Qty: 1, Product SKU: 60080 ; Product Qty: 2, Product SKU: 62003 ; Product Qty: 2, Product SKU: 62420 ; Product Qty: 1, Product SKU: 60076 ; '"
'43622','8173',,United States,Sebring,United States,TRUE,"'Product Qty: 3, Product SKU: 60020 ; Product Qty: 4, Product SKU: 60872 ; Product Qty: 3, Product SKU: 60512 ; Product Qty: 3, Product SKU: 60510 ; Product Qty: 2, Product SKU: 60508 ; Product Qty: 3, Product SKU: 61500 ; Product Qty: 2, Product SKU: 84420 ; Product Qty: 2, Product SKU: 70552 ; Product Qty: 1, Product SKU: 70567 ; Product Qty: 1, Product SKU: 70564 ; Product Qty: 1, Product SKU: 70570 ; Product Qty: 1, Product SKU: 71002 ; '"
'43623','9870',,French Guiana,CAYENNE,French Guiana,TRUE,"'Product Qty: 1, Product SKU: 90053 ; Product Qty: 1, Product SKU: 98052 ; Product Qty: 1, Product SKU: 98050 ; Product Qty: 1, Product SKU: 13412 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 11008 ; Product Qty: 1, Product SKU: 13400 ; '"
'43624','2399',,China,shenzhen,China,TRUE,"'Product Qty: 2, Product SKU: 10050 ; '"
'43625','223',,Germany,Hannover,Germany,TRUE,"'Product Qty: 2, Product SKU: 10060 ; Product Qty: 2, Product SKU: 12035 ; Product Qty: 2, Product SKU: 12040 ; '"
'43626','1586',FLENDER SRL (VAT ID IT10683091002),Italy,ROMA,Italy,TRUE,"'Product Qty: 2, Product SKU: 95055 ; '"
'43627','9896',,Belgium,Nivelles,Belgium,TRUE,"'Product Qty: 1, Product SKU: 90020 ; '"
'43628','9911',,United States,Seattle,United States,TRUE,"'Product Qty: 1, Product SKU: 13402 ; Product Qty: 1, Product SKU: 11007 ; Product Qty: 1, Product SKU: 11008 ; '"
'43629','9914',,Canada,Edmonton,Canada,TRUE,"'Product Qty: 1, Product SKU: 13030 ; Product Qty: 1, Product SKU: 90053 ; '"
'43630','9242',PHYSUX FZE,United Arab Emirates,Dubai,United Arab Emirates,TRUE,"'Product Qty: 1, Product SKU: 90092 ; Product Qty: 1, Product SKU: 90053 ; '"
'43631','9921',Hughesmark.com,United States,La Habra Heights,United States,TRUE,"'Product Qty: 1, Product SKU: 10050 ; '"
'43632','9925',,United States,DORAL,United States,TRUE,"'Product Qty: 1, Product SKU: 98052 ; Product Qty: 1, Product SKU: 98050 ; Product Qty: 1, Product SKU: 13412 ; Product Qty: 1, Product SKU: 94010 ; '"
'43633','6392',MacInspires,United States,Greenwich,United States,TRUE,"'Product Qty: 10, Product SKU: 90053 ; '"
'43634','9927',Illini Robotics,United States,Champaign,United States,TRUE,"'Product Qty: 7, Product SKU: 90024 ; Product Qty: 7, Product SKU: 94010 ; '"
'43635','9930',,United States,Manchester,United States,TRUE,"'Product Qty: 1, Product SKU: 90004 ; Product Qty: 1, Product SKU: 98000 ; '"
'43636','9606',Boston College,United States,Chestnut Hill,United States,TRUE,"'Product Qty: 5, Product SKU: 14202 ; Product Qty: 5, Product SKU: 14204 ; Product Qty: 5, Product SKU: 14206 ; Product Qty: 5, Product SKU: 11014 ; '"
'43637','9940',,United States,Shalimar,United States,TRUE,"'Product Qty: 2, Product SKU: 13030 ; '"
'43638','9946',,Canada,Surrey,Canada,TRUE,"'Product Qty: 1, Product SKU: 13801 ; Product Qty: 1, Product SKU: 13404 ; Product Qty: 1, Product SKU: 13400 ; '"
'43639','8036',,Colombia,BOGOTA,Colombia,TRUE,"'Product Qty: 2, Product SKU: 60872 ; Product Qty: 2, Product SKU: 61522 ; Product Qty: 1, Product SKU: 87334 ; Product Qty: 4, Product SKU: 85408 ; '"
'43640','2399',,China,shenzhen,China,TRUE,"'Product Qty: 10, Product SKU: 90053 ; '"
'43641','9954',,Egypt,Mohandiseen,Egypt,TRUE,"'Product Qty: 1, Product SKU: 10050 ; '"
'43642','9933',Autec,Italy,Ponsacco,Italy,TRUE,"'Product Qty: 1, Product SKU: 86502 ; Product Qty: 1, Product SKU: 12015 ; Product Qty: 1, Product SKU: 11001 ; '"
'43644','6158',,Israel,Tel Aviv,Israel,TRUE,"'Product Qty: 3, Product SKU: 81062 ; Product Qty: 2, Product SKU: 83454 ; Product Qty: 1, Product SKU: 83450 ; Product Qty: 1, Product SKU: 83043 ; Product Qty: 1, Product SKU: 83044 ; Product Qty: 1, Product SKU: 85003 ; Product Qty: 1, Product SKU: 85004 ; Product Qty: 2, Product SKU: 85406 ; Product Qty: 2, Product SKU: 85408 ; Product Qty: 2, Product SKU: 85416 ; Product Qty: 1, Product SKU: 85008 ; Product Qty: 1, Product SKU: 59001 ; Product Qty: 2, Product SKU: 86062 ; Product Qty: 1, Product SKU: 60046 ; '"
'43645','857',Cool Components Ltd,United Kingdom,London,United Kingdom,TRUE,"'Product Qty: 4, Product SKU: 90078 ; Product Qty: 1, Product SKU: 90040 ; Product Qty: 4, Product SKU: 90004 ; Product Qty: 20, Product SKU: 13412 ; Product Qty: 4, Product SKU: 90014 ; Product Qty: 30, Product SKU: 90058 ; '"
'43646','6392',MacInspires,United States,Greenwich,United States,TRUE,"'Product Qty: 12, Product SKU: 90053 ; '"
'43647','7653',Personsl,Japan,hirosima,Japan,TRUE,"'Product Qty: 1, Product SKU: 90053 ; Product Qty: 1, Product SKU: 98052 ; '"
'43648','9987',,United States,Lawrence,United States,TRUE,"'Product Qty: 1, Product SKU: 98052 ; Product Qty: 1, Product SKU: 13404 ; '"
'43649','7653',Personsl,Japan,hirosima,Japan,TRUE,"'Product Qty: 1, Product SKU: 90053 ; Product Qty: 1, Product SKU: 98052 ; '"
'43650','7653',Personsl,Japan,hirosima,Japan,TRUE,"'Product Qty: 1, Product SKU: 90053 ; Product Qty: 1, Product SKU: 98052 ; '"
'43651','2531',,Hong Kong,Hong Kong,Hong Kong,TRUE,"'Product Qty: 1, Product SKU: 13412 ; Product Qty: 1, Product SKU: 11032 ; Product Qty: 1, Product SKU: 98052 ; Product Qty: 1, Product SKU: 62450 ; Product Qty: 1, Product SKU: 86508 ; Product Qty: 1, Product SKU: 12803 ; Product Qty: 1, Product SKU: 95026 ; Product Qty: 1, Product SKU: 11008 ; '"
'43652','256',,Canada,Mirabel,Canada,TRUE,"'Product Qty: 4, Product SKU: 80402 ; Product Qty: 5, Product SKU: 11005 ; Product Qty: 1, Product SKU: 90086 ; Product Qty: 40, Product SKU: 90092 ; Product Qty: 10, Product SKU: 10031 ; Product Qty: 10, Product SKU: 11010 ; Product Qty: 10, Product SKU: 90058 ; Product Qty: 5, Product SKU: 13600 ; Product Qty: 15, Product SKU: 11014 ; Product Qty: 15, Product SKU: 13035 ; Product Qty: 10, Product SKU: 95016 ; Product Qty: 12, Product SKU: 94010 ; Product Qty: 5, Product SKU: 90014 ; Product Qty: 5, Product SKU: 90070 ; Product Qty: 5, Product SKU: 83051 ; Product Qty: 20, Product SKU: 14202 ; Product Qty: 3, Product SKU: 91008 ; Product Qty: 10, Product SKU: 14204 ; Product Qty: 40, Product SKU: 90004 ; '"
'43653','9364',,Germany,Kiel,Germany,TRUE,"'Product Qty: 2, Product SKU: 80417 ; '"
'43654','10012',,United States,Annapolis,United States,TRUE,"'Product Qty: 1, Product SKU: 60504 ; Product Qty: 1, Product SKU: 60004 ; Product Qty: 1, Product SKU: 70561 ; Product Qty: 1, Product SKU: 70555 ; Product Qty: 1, Product SKU: 71002 ; Product Qty: 2, Product SKU: 13404 ; Product Qty: 2, Product SKU: 13005 ; Product Qty: 2, Product SKU: 13010 ; Product Qty: 2, Product SKU: 14230 ; Product Qty: 2, Product SKU: 14202 ; Product Qty: 1, Product SKU: 60532 ; Product Qty: 2, Product SKU: 13402 ; Product Qty: 2, Product SKU: 13400 ; Product Qty: 2, Product SKU: 13801 ; Product Qty: 1, Product SKU: 60576 ; '"
'43655','10023',,United States,Woodridge,United States,TRUE,"'Product Qty: 1, Product SKU: 98052 ; Product Qty: 1, Product SKU: 90053 ; '"
'43656','10026',,United States,Basking Ridge,United States,TRUE,"'Product Qty: 1, Product SKU: 11001 ; Product Qty: 1, Product SKU: 14202 ; Product Qty: 1, Product SKU: 13002 ; '"
'43657','10027',,Puerto Rico,yabucoa,Puerto Rico,TRUE,"'Product Qty: 1, Product SKU: 13412 ; Product Qty: 1, Product SKU: 98052 ; '"
'43658','10033',,Singapore,Singapore,Singapore,TRUE,"'Product Qty: 1, Product SKU: 98052 ; Product Qty: 1, Product SKU: 90092 ; '"
'43659','7191',,Malaysia,Seremban,Malaysia,TRUE,"'Product Qty: 1, Product SKU: 13035 ; Product Qty: 1, Product SKU: 62003 ; Product Qty: 1, Product SKU: 81042 ; Product Qty: 1, Product SKU: 12035 ; Product Qty: 1, Product SKU: 10050 ; Product Qty: 1, Product SKU: 94004 ; Product Qty: 1, Product SKU: 98000 ; Product Qty: 1, Product SKU: 95016 ; Product Qty: 1, Product SKU: 95017 ; Product Qty: 1, Product SKU: 98052 ; Product Qty: 1, Product SKU: 98004 ; Product Qty: 1, Product SKU: 90014 ; Product Qty: 2, Product SKU: 14202 ; Product Qty: 1, Product SKU: 91004 ; Product Qty: 1, Product SKU: 95062 ; Product Qty: 2, Product SKU: 81340 ; Product Qty: 1, Product SKU: 95053 ; Product Qty: 1, Product SKU: 83450 ; Product Qty: 2, Product SKU: 80042 ; Product Qty: 1, Product SKU: 87310 ; Product Qty: 2, Product SKU: 50220 ; Product Qty: 1, Product SKU: 80802 ; Product Qty: 1, Product SKU: 13620 ; Product Qty: 1, Product SKU: 13030 ; '"
